date,confirmed_total,deaths_total
2020-01-22,0,0
2020-01-23,0,0
2020-01-24,1,0
2020-01-25,1,0
2020-01-26,1,0
2020-01-27,1,0
2020-01-28,1,0
2020-01-29,1,0
2020-01-30,1,0
2020-01-31,2,0
2020-02-01,2,0
2020-02-02,2,0
2020-02-03,2,0
2020-02-04,2,0
2020-02-05,2,0
2020-02-06,2,0
2020-02-07,2,0
2020-02-08,2,0
2020-02-09,2,0
2020-02-10,2,0
2020-02-11,2,0
2020-02-12,2,0
2020-02-13,2,0
2020-02-14,2,0
2020-02-15,2,0
2020-02-16,2,0
2020-02-17,2,0
2020-02-18,2,0
2020-02-19,2,0
2020-02-20,2,0
2020-02-21,2,0
2020-02-22,2,0
2020-02-23,2,0
2020-02-24,2,0
2020-02-25,2,0
2020-02-26,2,0
2020-02-27,2,0
2020-02-28,2,0
2020-02-29,2,0
2020-03-01,3,0
2020-03-02,4,0
2020-03-03,4,0
2020-03-04,4,0
2020-03-05,5,0
2020-03-06,5,0
2020-03-07,6,0
2020-03-08,7,0
2020-03-09,7,0
2020-03-10,11,0
2020-03-11,22,0
2020-03-12,27,0
2020-03-13,40,0
2020-03-14,50,0
2020-03-15,50,0
2020-03-16,62,0
2020-03-17,107,1
2020-03-18,178,1
2020-03-19,278,2
2020-03-20,278,2
2020-03-21,548,3
2020-03-22,805,4
2020-03-23,922,9
2020-03-24,1194,9
2020-03-25,1418,14
2020-03-26,1418,18
2020-03-27,2239,20
2020-03-28,2613,28
2020-03-29,3445,40
2020-03-30,3727,44
2020-03-31,4496,61
2020-04-01,5152,95
2020-04-02,5575,107
2020-04-03,6111,141
2020-04-04,7439,167
2020-04-05,8034,186
2020-04-06,8728,209
2020-04-07,9509,249
2020-04-08,10520,310
2020-04-09,11415,352
2020-04-10,12472,399
2020-04-11,13417,455
2020-04-12,14585,485
2020-04-13,15474,543
2020-04-14,16323,577
2020-04-15,17306,630
2020-04-16,18087,722
2020-04-17,19391,760
2020-04-18,20395,860
2020-04-19,21272,877
2020-04-20,22101,915
2020-04-21,23181,1002
2020-04-22,24546,1072
2020-04-23,25811,1142
2020-04-24,27616,1220
2020-04-25,29058,1267
2020-04-26,30574,1313
2020-04-27,31953,1347
2020-04-28,33449,1457
2020-04-29,34880,1516
2020-04-30,36513,1607
2020-05-01,38668,1673
2020-05-02,40227,1743
2020-05-03,42324,1786
2020-05-04,43715,1802
2020-05-05,45223,1922
2020-05-06,46689,2004
2020-05-07,48341,2110
2020-05-08,50236,2197
2020-05-09,51674,2264
2020-05-10,52655,2317
2020-05-11,53381,2361
2020-05-12,55470,2449
2020-05-13,56406,2589
2020-05-14,58457,2675
2020-05-15,59905,2762
2020-05-16,61212,2814
2020-05-17,62218,2839
2020-05-18,63690,2889
2020-05-19,64691,2980
2020-05-20,66213,3074
2020-05-21,67551,3114
2020-05-22,68949,3187
2020-05-23,70417,3246
2020-05-24,72010,3304
2020-05-25,73097,3324
2020-05-26,73819,3354
2020-05-27,74521,3455
2020-05-28,75306,3519
2020-05-29,76266,3570
2020-05-30,77119,3603
2020-05-31,77925,3642
2020-06-01,78495,3658
2020-06-02,79673,3726
2020-06-03,80204,3780
2020-06-04,80713,3846
2020-06-05,81344,3880
2020-06-06,81924,3913
2020-06-07,82427,3944
2020-06-08,82819,3959
2020-06-09,83271,4010
2020-06-10,83585,4053
2020-06-11,83978,4111
2020-06-12,84249,4162
2020-06-13,84581,4173
2020-06-14,84906,4189
2020-06-15,85184,4206
2020-06-16,85538,4253
2020-06-17,85858,4304
2020-06-18,86179,4333
2020-06-19,86551,4363
2020-06-20,86885,4390
2020-06-21,87177,4404
2020-06-22,87424,4423
2020-06-23,87784,4439
2020-06-24,88138,4478
2020-06-25,88650,4500
2020-06-26,89068,4526
2020-06-27,89407,4536
2020-06-28,89755,4542
2020-06-29,90122,4554
2020-06-30,90536,4565
2020-07-01,90911,4581
2020-07-02,91381,4609
2020-07-03,91774,4618
2020-07-04,92240,4622
2020-07-05,92532,4627
2020-07-06,92781,4630
2020-07-07,93053,4651
2020-07-08,93496,4664
2020-07-09,94005,4676
2020-07-10,94605,4693
2020-07-11,95138,4711
2020-07-12,95557,4725
2020-07-13,95884,4729
2020-07-14,96186,4741
2020-07-15,96662,4745
2020-07-16,97214,4750
2020-07-17,97790,4765
2020-07-18,98292,4774
2020-07-19,98670,4776
2020-07-20,99052,4777
2020-07-21,99464,4788
2020-07-22,100124,4801
2020-07-23,100795,4810
2020-07-24,101411,4822
2020-07-25,101955,4829
2020-07-26,102583,4830
2020-07-27,103008,4842
2020-07-28,103441,4857
2020-07-29,104001,4864
2020-07-30,104687,4872
2020-07-31,105493,4886
2020-08-01,106131,4888
2020-08-02,106713,4894
2020-08-03,107247,4897
2020-08-04,107744,4902
2020-08-05,108425,4909
2020-08-06,109150,4912
2020-08-07,110002,4920
2020-08-08,110865,4924
2020-08-09,111447,4928
2020-08-10,111948,4928
2020-08-11,112484,4933
2020-08-12,113044,4934
2020-08-13,113788,4943
2020-08-14,114724,4951
2020-08-15,115344,4953
2020-08-16,115960,4962
2020-08-17,116620,4964
2020-08-18,117171,4974
2020-08-19,118012,4984
2020-08-20,118757,4988
2020-08-21,119644,4997
2020-08-22,120567,5008
2020-08-23,121308,5013
2020-08-24,121877,5015
2020-08-25,122423,5022
2020-08-26,123172,5031
2020-08-27,123691,5039
2020-08-28,124573,5045
2020-08-29,125124,5046
2020-08-30,126003,5054
2020-08-31,126577,5058
2020-09-01,126992,5065
2020-09-02,127616,5073
2020-09-03,128012,5080
2020-09-04,129545,5086
2020-09-05,130616,5092
2020-09-06,131078,5094
2020-09-07,131622,5097
2020-09-08,132072,5098
2020-09-09,132401,5100
2020-09-10,132963,5103
2020-09-11,133686,5112
2020-09-12,134352,5128
2020-09-13,134801,5133
2020-09-14,135274,5134
2020-09-15,135690,5137
2020-09-16,136246,5146
2020-09-17,136993,5147
2020-09-18,137580,5150
2020-09-19,138576,5157
2020-09-20,139088,5162
2020-09-21,139583,5167
2020-09-22,140078,5172
2020-09-23,140623,5180
2020-09-24,141430,5187
2020-09-25,142215,5194
2020-09-26,143084,5203
2020-09-27,143634,5210
2020-09-28,144315,5217
2020-09-29,144697,5221
2020-09-30,145462,5225
2020-10-01,146152,5229
2020-10-02,146917,5239
2020-10-03,147841,5245
2020-10-04,148381,5256
2020-10-05,149127,5260
2020-10-06,149588,5268
2020-10-07,150400,5273
2020-10-08,151470,5279
2020-10-09,152387,5289
2020-10-10,153514,5298
2020-10-11,154519,5300
2020-10-12,155567,5304
2020-10-13,156726,5315
2020-10-14,157573,5321
2020-10-15,159035,5332
2020-10-16,160645,5339
2020-10-17,162220,5350
2020-10-18,163912,5357
2020-10-19,165198,5364
2020-10-20,166457,5369
2020-10-21,168139,5382
2020-10-22,170039,5390
2020-10-23,171437,5392
2020-10-24,173817,5409
2020-10-25,175586,5421
2020-10-26,177465,5433
2020-10-27,178832,5439
2020-10-28,181108,5450
2020-10-29,183649,5463
2020-10-30,186405,5469
2020-10-31,189660,5485
2020-11-01,193102,5500
2020-11-02,195740,5510
2020-11-03,198184,5517
2020-11-04,201176,5541
2020-11-05,204977,5574
2020-11-06,210266,5586
2020-11-07,214924,5612
2020-11-08,218662,5639
2020-11-09,223110,5645
2020-11-10,227425,5667
2020-11-11,231462,5717
2020-11-12,236717,5725
2020-11-13,242662,5729
2020-11-14,246392,5797
2020-11-15,251101,5817
2020-11-16,255608,5836
2020-11-17,260004,5855
2020-11-18,262429,5935
2020-11-19,268284,5967
2020-11-20,272733,6017
2020-11-21,277026,6066
2020-11-22,280896,6106
2020-11-23,284217,6139
2020-11-24,287124,6183
2020-11-25,291312,6208
2020-11-26,296129,6237
2020-11-27,298870,6263
2020-11-28,301582,6338
2020-11-29,304220,6371
2020-11-30,306369,6436
2020-12-01,310722,6457
2020-12-02,314134,6528
2020-12-03,318324,6574
2020-12-04,322122,6597
2020-12-05,325813,6661
2020-12-06,329003,6684
2020-12-07,332693,6745
2020-12-08,335204,6777
2020-12-09,338093,6841
2020-12-10,342654,6900
2020-12-11,346004,6970
2020-12-12,349461,7001
2020-12-13,352409,7029
2020-12-14,355467,7117
2020-12-15,358014,7130
2020-12-16,360117,7168
2020-12-17,363261,7235
2020-12-18,366020,7311
2020-12-19,368824,7336
2020-12-20,371088,7375
2020-12-21,373008,7445
2020-12-22,375360,7485
2020-12-23,377709,7534
2020-12-24,380096,7569
2020-12-25,382213,7636
2020-12-26,383480,7663
2020-12-27,384931,7712
2020-12-28,386469,7729
2020-12-29,388386,7759
2020-12-30,390927,7826
2020-12-31,393652,7860
2021-01-01,393652,7860
2021-01-02,397942,7921
2021-01-03,399609,7985
2021-01-04,401457,8025
2021-01-05,403987,8059
2021-01-06,406674,8101
2021-01-07,410005,8152
2021-01-08,413504,8196
2021-01-09,415991,8219
2021-01-10,417790,8278
2021-01-11,419471,8321
2021-01-12,422159,8342
2021-01-13,424217,8369
2021-01-14,426658,8383
2021-01-15,429270,8427
2021-01-16,431385,8471
2021-01-17,433089,8495
2021-01-18,434341,8525
2021-01-19,435888,8544
2021-01-20,437465,8570
2021-01-21,439118,8615
2021-01-22,441657,8659
2021-01-23,443600,8686
2021-01-24,444927,8706
2021-01-25,446035,8724
2021-01-26,447295,8734
2021-01-27,448546,8756
2021-01-28,450116,8803
2021-01-29,451581,8819
2021-01-30,452742,8844
2021-01-31,453634,8865
2021-02-01,454485,8878
2021-02-02,455138,8901
2021-02-03,456144,8926
2021-02-04,457285,8946
2021-02-05,458600,8977
2021-02-06,459740,8996
2021-02-07,460554,9006
2021-02-08,461118,9024
2021-02-09,461757,9030
2021-02-10,462667,9046
2021-02-11,463581,9100
2021-02-12,464573,9114
2021-02-13,465341,9120
2021-02-14,465914,9135
2021-02-15,466422,9159
2021-02-16,466870,9183
2021-02-17,467424,9192
2021-02-18,467986,9220
2021-02-19,468690,9235
2021-02-20,469379,9245
2021-02-21,469935,9254
2021-02-22,470391,9278
2021-02-23,470933,9291
2021-02-24,471685,9307
2021-02-25,472206,9317
2021-02-26,473194,9339
2021-02-27,473944,9351
2021-02-28,474397,9359
2021-03-01,474885,9369
2021-03-02,475386,9400
2021-03-03,476094,9406
2021-03-04,476835,9417
2021-03-05,477381,9428
2021-03-06,478498,9447
2021-03-07,478884,9453
2021-03-08,479361,9456
2021-03-09,479913,9457
2021-03-10,480487,9465
2021-03-11,481101,9494
2021-03-12,481787,9496
2021-03-13,482424,9509
2021-03-14,482973,9514
2021-03-15,483282,9522
2021-03-16,484146,9531
2021-03-17,484719,9535
2021-03-18,485771,9544
2021-03-19,486730,9546
2021-03-20,487602,9557
2021-03-21,488249,9573
2021-03-22,488793,9589
2021-03-23,489484,9598
2021-03-24,490661,9601
2021-03-25,491512,9611
2021-03-26,492837,9622
2021-03-27,493968,9628
2021-03-28,495050,9635
2021-03-29,495858,9636
2021-03-30,496856,9645
2021-03-31,497885,9665
2021-04-01,499429,9672
2021-04-02,500914,9687
2021-04-03,502207,9693
2021-04-04,503169,9702
2021-04-05,504203,9708
2021-04-06,505380,9709
2021-04-07,506828,9716
2021-04-08,508426,9742
2021-04-09,510006,9746
2021-04-10,511626,9751
2021-04-11,512773,9755
2021-04-12,513888,9771
2021-04-13,515075,9776
2021-04-14,516399,9792
2021-04-15,517808,9802
2021-04-16,519374,9807
2021-04-17,520642,9819
2021-04-18,521694,9824
2021-04-19,522552,9835
2021-04-20,523598,9839
2021-04-21,524592,9847
2021-04-22,525854,9860
2021-04-23,527102,9869
2021-04-24,528337,9878
2021-04-25,529165,9894
2021-04-26,530003,9900
2021-04-27,530975,9911
2021-04-28,531906,9927
2021-04-29,533297,9942
2021-04-30,534462,9952
2021-05-01,535614,9960
2021-05-02,536384,9970
2021-05-03,537224,9987
2021-05-04,538095,9996
2021-05-05,539005,10008
2021-05-06,539645,10020
2021-05-07,541017,10035
2021-05-08,541692,10044
2021-05-09,542450,10056
2021-05-10,543111,10063
2021-05-11,543658,10080
2021-05-12,544279,10087
2021-05-13,545041,10100
2021-05-14,545785,10114
2021-05-15,546360,10136
2021-05-16,546908,10144
2021-05-17,547345,10147
2021-05-18,547922,10161
2021-05-19,548542,10174
2021-05-20,549205,10190
2021-05-21,549886,10192
2021-05-22,550396,10213
2021-05-23,550840,10222
2021-05-24,551311,10230
2021-05-25,551609,10241
2021-05-26,552055,10245
2021-05-27,552466,10261
2021-05-28,552901,10271
2021-05-29,553191,10285
2021-05-30,553474,10293
2021-05-31,553716,10320
2021-06-01,553926,10327
2021-06-02,554124,10330
2021-06-03,554390,10338
2021-06-04,554604,10341
2021-06-05,554813,10357
2021-06-06,554962,10368
2021-06-07,555060,10379
2021-06-08,555195,10383
2021-06-09,555344,10393
2021-06-10,555488,10399
2021-06-11,555646,10410
2021-06-12,555734,10419
2021-06-13,555850,10423
2021-06-14,555902,10427
2021-06-15,555976,10438
2021-06-16,556107,10451
2021-06-17,556179,10456
2021-06-18,556201,10461
2021-06-19,556201,10461
2021-06-20,556201,10461
2021-06-21,556429,10467
2021-06-22,556487,10469
2021-06-23,556556,10470
2021-06-24,556629,10475
2021-06-25,556715,10478
2021-06-26,556715,10478
2021-06-27,556715,10478
2021-06-28,556885,10486
2021-06-29,556951,10490
2021-06-30,557001,10492
2021-07-01,557124,10493
2021-07-02,557173,10494
2021-07-03,557173,10494
2021-07-04,557173,10494
2021-07-05,557173,10494
2021-07-06,557498,10512
2021-07-07,557590,10515
2021-07-08,557740,10519
2021-07-09,557922,10522
2021-07-10,557922,10522
2021-07-11,557922,10522
2021-07-12,558286,10529
2021-07-13,558394,10536
2021-07-14,558563,10536
2021-07-15,558781,10538
2021-07-16,558928,10539
2021-07-17,558928,10539
2021-07-18,558928,10539
2021-07-19,559767,10547
2021-07-20,559884,10550
2021-07-21,560155,10550
2021-07-22,560675,10552
2021-07-23,561168,10553
2021-07-24,561168,10553
2021-07-25,561168,10553
2021-07-26,562216,10554
2021-07-27,562540,10557
2021-07-28,563084,10559
2021-07-29,563452,10564
2021-07-30,564091,10566
2021-07-31,564091,10566
2021-08-01,564091,10566
2021-08-02,565780,10572
2021-08-03,566466,10576
2021-08-04,566985,10581
2021-08-05,567872,10585
2021-08-06,568822,10592
2021-08-07,568822,10592
2021-08-08,568822,10592
2021-08-09,571012,10601
2021-08-10,571693,10609
2021-08-11,572726,10610
2021-08-12,573445,10615
2021-08-13,574316,10624
2021-08-14,574316,10624
2021-08-15,574316,10624
2021-08-16,577187,10631
2021-08-17,578015,10641
2021-08-18,578907,10656
2021-08-19,579716,10661
2021-08-20,581027,10667
2021-08-21,581027,10667
2021-08-22,581027,10667
2021-08-23,583679,10682
2021-08-24,584459,10690
2021-08-25,585612,10702
2021-08-26,586687,10727
2021-08-27,588099,10733
2021-08-28,588099,10733
2021-08-29,588099,10733
2021-08-30,590825,10739
2021-08-31,592050,10749
2021-09-01,593219,10758
2021-09-02,594250,10787
2021-09-03,595861,10796
2021-09-04,595861,10796
2021-09-05,595861,10796
2021-09-06,595861,10796
2021-09-07,599101,10816
2021-09-08,600122,10838
2021-09-09,601238,10841
2021-09-10,602648,10850
2021-09-11,602648,10850
2021-09-12,602648,10850
2021-09-13,605061,10877
2021-09-14,606266,10893
2021-09-15,607266,10902
2021-09-16,608383,10908
2021-09-17,609376,10925
2021-09-18,609376,10925
2021-09-19,609376,10925
2021-09-20,611852,10948
2021-09-21,612610,10953
2021-09-22,613549,10964
2021-09-23,614487,10970
2021-09-24,615436,10987
2021-09-25,615436,10987
2021-09-26,615436,10987
2021-09-27,617360,11008
2021-09-28,617846,11025
2021-09-29,618610,11029
2021-09-30,619576,11040
2021-10-01,620602,11048
2021-10-02,620602,11048
2021-10-03,620602,11048
2021-10-04,622884,11067
2021-10-05,623750,11079
2021-10-06,624557,11089
2021-10-07,625647,11096
2021-10-08,626475,11109
2021-10-09,626475,11109
2021-10-10,626475,11109
2021-10-11,626475,11109
2021-10-12,628979,11127
2021-10-13,629834,11145
2021-10-14,630542,11157
2021-10-15,631261,11168
2021-10-16,631261,11168
2021-10-17,631261,11168
2021-10-18,633198,11182
2021-10-19,633890,11192
2021-10-20,634683,11202
2021-10-21,635373,11208
2021-10-22,636261,11214
2021-10-23,636261,11214
2021-10-24,636261,11214
2021-10-25,638201,11231
2021-10-26,638883,11249
